properties.name;properties.route_ref;latitude;longitude
Campus Universitari Bellvitge;L20 L21 LH2 L22 N15;2.1073169;41.3459584
Camí Pau Redó - Institut Català d'Oncologia;LH1;2.1110337;41.3431984
Hospital de Bellvitge;46 65 L20 L21 L70 L72 L80 L86 L94 L95 X95 L22 L20 L21 N16 N17 N18 N20 902a;2.1049306;41.3433859
Pl Catalunya - FNAC;N9 N1 N12 N15;2.1692758;41.386874
Tossa de Mar / Ramon Freixas;;1.6967169;41.340265
Nacions Unides;;2.013415;41.5827283
Plaça de la Sardana;;2.0166876;41.5822285
Sant Eloi;;2.0117501;41.5806326
Nacions Unides;;2.0134246;41.582691
Sant Eloi;;2.0117046;41.5806287
Pla del Bonaire;;2.0180394;41.5826383
Alcoi;;2.0118317;41.5791993
Alcoi;;2.0118816;41.5791988
Goya / Gerani (Font);;1.6597594;41.221006
Voluntaris;;2.0120508;41.5770792
Àrea Olímpica;;2.0122424;41.5745932
Voluntaris;;2.0119969;41.577077
Prat de Vilanova - Nansa 8;;1.6876182;41.2053348
Sant Ignasi;;2.0137049;41.567948
Mercat del Triomf;;2.0122669;41.572121
Sant Ignasi;;2.0137417;41.5679406
Àrea Olímpica;;2.0121915;41.5745925
Mercat del Triomf;;2.0123068;41.5721116
Metro Torre Baró - Vallbona;180 183;2.1803926;41.4588588
Pl de Mourenx;62 76 103 155 N3;2.1686251;41.4633951
Porto - Pl. de l'Estatut;V25 N4;2.1570548;41.429701
Pg. St. Joan - Mn. Aulet;449;2.2821057;42.0060204
Parada de bus;;2.2862738;41.9989528
Can Rosés;;2.0435016;41.5029747
Sevilla;;2.037591;41.4989579
Juvenal;;2.0841325;41.5563669
Sant Isidor;;2.0874667;41.5547573
Galileu;;2.0899743;41.5553556
Olímpia - Trenet del Parc;;2.0911124;41.5534196
Paraires;;2.0944633;41.554706
Paraires;;2.0943237;41.5549962
Eix Macià / Avinguda dels Paraires;;2.0974245;41.5544732
Catalunya;231;2.0992692;41.5502515
Eix Macià / Carrer de Pi i Margall;;2.0977141;41.5544652
Júpiter;128;2.0991566;41.4290286
Plaça dels Porters;;2.0867401;41.4478738
Ctra. de la Rabassada (La Floresta);A6;2.0910304;41.4497779
Molí de les Planes;;2.0916231;41.4341252
Orellana, direcció Vallvidrera;128;2.0966652;41.4316032
Av. Montseny;;2.0876844;41.4442816
Associació de Veïns Vallpineda;MB3;2.0585139;41.4447466
Golf de Biscaia;;2.0752464;41.4532646
Ronda de Dalt - Cister;H2 196;2.1304046;41.413209
Passeig dels Àlbers, Passeig dels Til·lers;;2.0777137;41.4494946
Mallorca - Marina;19 33 34 D50 B24 H10 N9;2.1759468;41.403882
València - Lepant;33 34 B24 H10 D50 N0 N1 N9;2.177449;41.4033212
València - Padilla;D50 H10 33 34 B20 B24 N9;2.1794457;41.4048231
Carretera de Valls 41;;1.6081016;41.5764831
Passeig Espanya - Plaça Vistalegre;;1.6047277;41.5786674
Carretera de Valls 2;;1.6072062;41.5780099
Segura - Anoia;13;2.140632;41.3624919
Harmonia - Lírica;135;2.1434425;41.4344779
;;2.244285;41.5117219
Pl Rovira | Trias;116;2.1588103;41.4076063
Parc Sanitari Pere Virgili;129;2.1419513;41.4156555
Mil·lenari - Abadessa Emma;416;2.2833454;41.6737285
Ctra. Nova - Caritat;406 416;2.2832501;41.6851855
Av. de la Generalitat- Mil·lenari de Catalunya;416;2.2831589;41.6761167
Mil·lenari - Abadessa Emma;416;2.2836146;41.6736183
Ctra. Nova - Banys;416;2.286126;41.6777272
Ctra. Nova - Caritat;406 416;2.2830228;41.6851647
Independència - Av. Conflent;;2.2392318;41.4641605
Institut Montpedrós;L76;2.0126463;41.3652067
Av. Comte Ramon Berenguer - Dalí;L76;2.0035819;41.3594185
;;2.0036648;41.6176244
Ctra. N-141 - Urbisol;722;2.0208316;41.8015813
Les Costes - Pl. Unió;;2.2649416;41.4698155
Hospital Sant Joan de Déu;67 68 EP1 JM E44;2.1014745;41.3836106
Les Guixeres;bus line BD 2 (end/start of route);2.2547591;41.4634193
Itàlia;;2.0406299;41.5363525
;;2.0114749;41.6143997
Poliesportiu Montserratina;L86 VB2 E86;2.0061942;41.318694
Carrer de Tarragona - Ordí;;1.717092;41.2262338
Intercanviador Quatre Camins;;2.0031196;41.4055551
Edison;;2.030051;41.4836667
Intercanviador Quatre Camins;;2.0030791;41.4056101
Quatre Camins - N-340;;2.0062867;41.4056817
Av. Vilafranca - Cementiri;;1.7277583;41.2310921
Avinguda Ronda - Passeig de Vilafranca;;1.8055173;41.2429249
;;2.0388949;41.526495
Av. Montseny - Nadal - Veïnat St. Pere;625;2.7263106;41.707209
Pl. Mercat;;1.6733316;41.2104425
Pont Adif;;1.6719543;41.2039113
Estació d'Autobusos Barcelona Nord;"Flixbus 721, 728, 788, 1721, 1728, N707, N708, N710, N717, N721, N727, N728, N740, N758, N781, N788, N797, N1131, N1135, N1720; exprés.cat e12 L1561 L0092 L0393 405 618";2.1828586;41.3946566
Pl Espanya;23;2.1487701;41.3746618
Pl Espanya - Fira Barcelona;150;2.1496468;41.3747919
Gran Via - Llançà;H16 L94 L95;2.1511411;41.376295
Pg. Fluvial / Llevant;;1.6760014;41.2004785
Ctra. de Sant Celoni a Vallgorguina - P.I. El Molinot;565;2.4822584;41.6724104
Entrada Parc Natural del Corredor;565;2.4940412;41.6527691
Pau Negre - Camèlia;;1.960585;41.4490907
Av. Constitució - Plça. Charlie Rivel;;1.9667531;41.4492935
Constitució - Maresme;;1.9592363;41.4540957
Constitució - Pirineus;;1.9591771;41.4539545
Av. Constitució / Vallès;;1.9670427;41.4493313
Can Salvi;;1.9650054;41.4478795
Ctra. BV-4512 - Pont de Cabrianes;722;1.9032909;41.7712312
Jardins Gaudí - FFCC;;1.6745306;41.2046113
CAP;;1.673544;41.2120699
Vallcarca;V19 22 N5;2.1442148;41.4129609
Vallcarca;22 129 V19 N5;2.1444574;41.4131582
Av. Torre del Vallès - Puigmal;;1.7014484;41.2222624
Agricultura - Fanga;;1.6881231;41.2190095
Av. de les Flors - Urb. Ciutat Jardí;625;2.7172046;41.6600491
Jaume I;;1.6604985;41.1984087
Av Maresme - Av de la Fama;95;2.0870473;41.3496894
Parc del Calamot;GA1 L80 X80 GA2 N14;1.9994073;41.2997883
Parc del Calamot;GA1 L80 X80 GA2 N14;1.9994659;41.3000144
Sant Lluís - Francesc Macià;L80 L82 L85 X80 902a 902b 902c N14;1.9942896;41.3063224
Plaça Font Groga;GA1 L80 L82 L85 X80 GA2 N14;1.9988821;41.307836
Ajuntament;L80 L82 L85 X80 N14;2.0002064;41.3037821
Barberà Centre;;2.1264283;41.5167336
Barberà Centre;;2.1260537;41.5170281
Escola Sant Climent;L88;1.9945376;41.3371401
Av. Generalitat - Roca;L80 L96 L97 L99 X80 X83 M5 N16 N19 902a;2.0135045;41.3086534
;;2.0302747;41.3220645
Jutjats;GA1 GA2 902a 902b 902c;2.0055955;41.3080441
Ctra. Barcelona - Antonio Machado;L82 L85 L86 L96 L97 M5 E86 E98 N14 N16 902a;2.0265256;41.3203882
Hospital de Viladecans;L80 L96 L97 L99 M5 X80 X83 N16 N19 902a;2.0163595;41.3112675
Hospital de Viladecans;L80 L96 L97 L99 X80 X83 M5 N16 N19;2.0161148;41.3112291
Jutjats;GA1 GA2 902a 902b 902c;2.0059291;41.3079541
;;2.0303376;41.3221179
Pl. Europa - Viladecans;L80 L82 L85 L86 L88 L96 L97 L99 M5 X86 X84 N14 N16 N19 902a;2.0213847;41.3162334
Av. Generalitat - Roca;L80 L96 L97 L99 M5 X80 X83 N16 N19 902a;2.0136404;41.3085645
la Concòrdia;;2.0949225;41.560117
la Concòrdia;;2.0944759;41.5602123
Camí del Sanatori - FGC Baixador de Vallvidrera;128;2.0965384;41.420858
Av. Via Augusta (Oficines);;2.0569819;41.4862507
Av. Via Augusta (Oficines);;2.0558595;41.4858481
Institut Guttmann;B6, B12 i B24 E33 M6;2.2378917;41.4783109
Quarters - Ctra Nacional 152;103;2.1833062;41.4850826
Ctra. de la Vallensana - Villa Carriles;;2.1932116;41.4785736
Ctra. de la Vallensana - Ctra. de la Roca;;2.1926807;41.4790659
CAP Gavà 1;GA1 L82 L85 GA2 902a 902b 902c N14;2.0038617;41.3100642
Av. Catalunya - Can Maiol;231;2.1828477;41.5715581
Av. Catalunya - Can Maiol;231;2.1829572;41.5723044
Av. Catalunya - Camí de Can Llonc - Tenda Nova;231;2.1822163;41.5770519
Av. Catalunya - Arimon;231;2.1818508;41.5782438
Plaça del Rebato;;1.8959863;41.5209379
Plaça de les Tereses;;2.4423188;41.5387916
Vallès;;2.4224213;41.5422007
Diagonal Costa Brava;M19 M26 N11;2.2345649;41.474962
Comte Güell;CF1;1.9456798;41.2745811
Plaça del Collet;CF1;1.9477826;41.2737143
Av. Poal - Jacint Verdaguer;CF1;1.944108;41.2719647
Mas Blau;L77 L80 L94 L95 PR1 N17;2.0660398;41.3112164
I Català de Salut;;2.4303634;41.5369864
Plaça de la Sardana;;2.0166479;41.582197
Cementiri Les Valls;;2.4260838;41.5568995
Camí del Mig (El Cros);;2.4206883;41.532057
Les Panes;GA1 L80 L96 L97 L99 X80 X83 M5 GA2 N16 N19;2.0041507;41.2993572
Les Panes;GA1 L80 L96 L97 L99 M5 X80 X83 GA2 N16 N19;2.0043533;41.2993043
Ctra del Cementiri de Collserola - Recinte Hebreu;102;2.1548427;41.4591292
Mercat del Triomf;;2.0144442;41.5725022
Plaça de la Sardana;;2.0173364;41.5811405
Nacions Unides;;2.0142169;41.5810661
Nacions Unides;;2.0142552;41.5810342
Àrea Olímpica;;2.0139022;41.5747467
Can Roca;;2.0133911;41.579689
Mercat del Triomf;;2.0144156;41.572487
Voluntaris;;2.0135697;41.5776275
Plaça de la Sardana;;2.017269;41.5811803
Àrea Olímpica;;2.0138757;41.5747439
Can Roca;;2.0134424;41.5796924
Voluntaris;;2.0136067;41.5776598
Sant Eloi;;2.0096744;41.5818919
Can Roca;;2.0097458;41.5799827
La Manxa;;2.0076226;41.5797589
Eugeni d'Ors;;2.0026088;41.5731002
Can Roca;;2.009804;41.5800149
Sant Eloi;;2.0096401;41.5819122
La Manxa;;2.0076065;41.58
La Manxa;;2.0075792;41.5798069
Plaça Lluís Companys;;2.0033503;41.5707993
Plaça Lluís Companys;;2.0035939;41.5706423
Josep Llimona;;2.0024019;41.5751716
Plaça Canjáyar;;2.0050465;41.5786949
Plaça Canjáyar;;2.0050008;41.5787155
Eugeni d'Ors;;2.0025607;41.5730904
Plaça Lluís Companys;;2.0036498;41.5706471
Josep Llimona;;2.0024461;41.5751617
Can Ballescà (D);;2.4162816;41.5280319
el Cros (Camí del Mig - Josep Trueta);;2.4204126;41.5314623
Plaça del Molí;;2.4056879;41.5549133
Plaça Nova;;2.4033035;41.5540714
Esteve Terradas - Parc Sanitari Pere Virgili;131;2.1391255;41.4153213
Parc Central;;2.4416455;41.5446265
Quarter de Simancas - Almansa;127;2.173305;41.4454193
Can Tries;E81;1.9909181;41.313278
Pavelló Jacme March;L80 L82 L85 X80 N14;1.9971678;41.303105
Av. Generalitat - Pi i Margall;L80 L82 L85 L96 L97 L99 E98 M5 N16 N19 902a;2.0189914;41.3140415
Plaça Catalunya;GA1 L80 L82 L85 X80 GA2 902a 902b 902c N14;2.0016104;41.308732
C-59 - La Caranaisa;;2.1927826;41.535995
Alstom;345;2.1956742;41.5367272
Ctra. Barcelona - Antonio Machado;L82 L85 L86 L96 L97 E86 E98 M5 N14 N16 902a;2.0262068;41.3203255
Ctra. Barcelona - Av. Torre-roja;L82 L85 L86 L96 L97 E86 E98 M5 N14 N16 902a;2.0238604;41.3185392
Ctra. Barcelona - Av. Torre-roja;L82 L85 L86 L96 L97 M5 E86 E98 N14 N16 902a;2.0245217;41.318902
Jutjats;;2.0085883;41.5512713
Riera Blanca - Les Corts;V1 54 M12 N3;2.1214232;41.3774489
Ctra Sant Cugat - Samària;119;2.1384244;41.4219454
Can Sauró;118;2.0950439;41.4158735
Gran de Gràcia - Lesseps;V17 22 24 116 87 N4;2.1500472;41.4061662
Parc Sanitari Pere Virgili;131;2.1400197;41.4151452
Mallorca - Padilla;33 34 D50 B24 H10 N9;2.1783157;41.4056297
Sas - Claramunt;H8 V33 60 133 N8;2.2042451;41.4377362
Av República Argentina - Baixada Gomis;V17 V19 N4 N5;2.1425053;41.411603
Camí Cal Marí - Padró;L88;1.9930955;41.3342224
Can Santoi;MB3;2.0475956;41.4353817
Av. Montserrat c. Barranc del Llop 2;MB3;2.0555062;41.4442192
Passeig del Torrent / Belladona;;2.0928576;41.4301062
Savina - Pg del Magraner;128;2.0965803;41.4241647
Plaça Maria Antonia;;2.0880941;41.4338025
Pl de la Tulipa - Satèl·lits;128;2.0964456;41.4278609
Ptge. del Pi / Modrego;;2.0904959;41.4316088
Margalló - Major del Rectoret;128;2.0959015;41.4260354
Nostra Senyora de l'Estrada / Calvari;;2.0882004;41.432093
Ptge. del Pi;;2.0900178;41.4325464
Passeig del Torrent / Sant Francesc d'Assis;;2.090134;41.429681
Nostra Senyora de l'Estrada;;2.0890534;41.4333749
Pl. Pere Dot - les Roses;L51 L52 N12;2.0493409;41.3849046
Ctra. Sànson - Europa;SF1 SF3 N12;2.044756;41.3883343
Creu d'En Muntaner - Major;E43;2.0517577;41.3689188
CAP El Pla;SF2;2.0416763;41.3787869
Escola Àngel Guimerà;PF1;1.9939973;41.4167397
Av. Prat de la Riba - Moreres;PF1 PF2;1.9980393;41.4190589
Carrer de Barcelona - Carrer de Girona;;2.0054553;41.4022572
Carles III - Mejía Lequerica;V3 V5 59 70 175;2.1274578;41.385231
Pirineus - Gavarres;SB2;2.0209506;41.3426243
Pirineus - Ter;SB2;2.0238966;41.3407338
Av. Can Bellet, Roc Codó;;2.0628279;41.4858159
Av. Via Augusta, Av. de Can Clota;;2.0672135;41.4870352
Av. de la Clota, (Escola l'Olivera);;2.0695336;41.4807966
Rotonda Xic;;2.0688479;41.4779571
Pere Serra;;2.0741199;41.4744728
FGC Sant Cugat;;2.0784063;41.4681459
Av. Ragull;;2.0911716;41.4790554
Av. Graells, Víctor Català;;2.0713381;41.4789678
Av. de Can Cabassa, Aragó;;2.0419442;41.4696834
Deutsche Bank;;2.0566465;41.4921863
;;2.0578377;41.491564
FGC Valldoreix;;2.0686047;41.4580391
Camí de Ca n'Atmeller;;2.0483213;41.4806007
Martorell;;2.0776291;41.4696471
Pg Joan de Borbó - Pl del Mar;V15 V19;2.1883549;41.3740853
Pg Marítim;V27 N15;2.1963816;41.3852454
Rambla Ribatallada, Carrer d'Àngel Guimerà;L1, L2, L3, L8 A4, A6;2.0811626;41.4667504
Port Vell;;2.1819417;41.375234
Maremagnum;V17;2.1823397;41.3757474
Pl. Sant Francesc, Joan XXIII;;2.0888808;41.4769238
Av. Rius i Taulet, Enric Granados;;2.0813905;41.4720378
Clementina Arderiu;;2.089433;41.4798249
Rbla. del Celler, Sant Medir;L1, L2, L3, L7, L8, L9, A4, A6, B7;2.0857159;41.4717083
Rambla Ribatallada, Carrer de Barcelona;L1, L2, L3, L8, A4, A6;2.0833762;41.4679403
Rbla. Torrent d'en Xandri;;2.0908314;41.4769125
Passeig de la Torre Blanca, Vallès;;2.0899513;41.4732743
Torrent de Ferrussons, Adrià Gual;;2.0896261;41.4831726
Pau VI;;2.0877715;41.4793026
Passeig de Sant Magí;;2.0798972;41.4740431
Av. Lluís Companys;L1, L2, L3, L8, A4, A6;2.0789549;41.4711613
La Mina (CAP);;2.0814029;41.4751257
Plaça dels Quatre Cantons;;2.0822816;41.4712157
Salvador Espriu, Passeig de Francesc Macià;;2.0833649;41.4765188
Pg. Olabarria, Av. de Can Picanyol;;2.0740431;41.4660882
Joan XXIII;;2.0879552;41.4775546
Avinguda Pla del Vinyet, Mercat Torre Blanca;;2.0895117;41.4699681
Salvador Espriu, Joan Alcover;;2.08695;41.4793228
Avinguda de Can Magí (Camp de Futbol);;2.0910452;41.4807299
Av. de Cerdanyola;;2.0902194;41.4738791
Moll Ponent;88 89;2.1750409;41.3690677
Word Trade Center;;2.179173;41.3722748
Josep Vidal i Granés;;2.0706642;41.474914
Vallseca;;2.0713034;41.4705696
Sant Celoni;;2.0751478;41.4699076
Camí de Can Minguet, Pere Serra;;2.0724628;41.4717781
Carretera de Vallvidrera, Cap Turó de Can Matas;;2.0691466;41.4775265
Vallseca, Bonaventura de G.;;2.0573662;41.4703809
Avinguda Graells;;2.0725107;41.4774498
Vallseca, C. de la Coma;;2.0677177;41.4706398
Av. Enllaç;;2.0760538;41.4686479
Josep Irla, J. de Montcorb;;2.0547486;41.4725063
Manel Farrés, Alella;;2.0698527;41.4740887
Josep Irla, Carrer de la Coma;;2.066688;41.4742801
Josep Irla, Avinguda del Bell Indret;;2.0603412;41.4721423
Cèsar Martinell;;2.0869108;41.4699739
Granul·larius;;2.2961732;41.6016327
Av Mare de Déu de Montserrat - Praga;24 D40 N0;2.1623599;41.4141083
Pg. d'Olabarria, CAP Valldoreix;;2.066137;41.4600889
Plaça J. Borràs, FGC Mira-Sol;;2.0616394;41.4689582
Plaça d'Espanya;;2.0615601;41.4671225
Av. Madrid, Pg. del Nard;;2.0475795;41.4659327
Camí de Sant Cugat al Papiol, CEIP Catalunya;;2.0501471;41.4687285
Pg. del Baixador, Saragossa;;2.0543842;41.4666309
Pompeu Fabra;;2.048496;41.4700433
Pl. de Mira-sol;;2.0623421;41.4655788
Pompeu Fabra, Pg. del Roser;;2.0467998;41.4693939
Camí de Sant Cugat al Papiol, Saragossa;;2.0528457;41.4683795
Pg. del Baixador, Terol;;2.0580754;41.467683
Av. Bilbao;;2.0642537;41.4623396
Av. de Can Cabassa, Josep Valls;;2.044358;41.471716
Pg. del Nard;;2.0437777;41.4678574
Fuerteventura;;2.0411486;41.4684288
Av. Madrid, Vitòria;;2.0503064;41.4667048
Puig i Cadafalch, Cèsar Martinell;;2.0859773;41.4714867
Plaça Xavier Cugat;;2.0740984;41.4924282
FGC Can Sant Joan;;2.0765933;41.4906836
Avinguda Alcalde Barnils (Asepeyo);;2.0777147;41.4889308
Polígon Can Magí;;2.0941104;41.4789849
Avinguda Roquetes 63;;2.0863098;41.4855227
Camí de Can Calders, Av. de Cerdanyola;;2.0955336;41.473689
Av. Roquetes, Campoamor;;2.0906682;41.4832055
Can Calders;;2.0974728;41.4743755
Av. Roquetes, Av. de Cerdanyola;;2.0964311;41.4768959
Av. Roquetes, Torrent de Ferrussons;;2.0907075;41.4830703
Av. Pere Planes, Camí de Can Flo;;2.0897305;41.4421836
Pl. Doctor Villar;;2.0751376;41.4443668
Av. Emeterio Escudero;;2.0802242;41.4469552
Avinguda Montseny, Niu Ferrer;;2.0873104;41.4460203
Plaça Coll de la Creu d' en Balu;;2.0938901;41.4337201
Plaça del Pont del Diari;;2.0749987;41.4482128
Av. Pere Planes, Adrià Pardos;;2.080402;41.4412382
Col·legi el Pinar;;2.0746633;41.4601523
Pg. de la Floresta, Ptge. Dalmau;;2.0765689;41.4436734
Passeig del Àlbers, Carrer Escudero;;2.0817301;41.4478891
Av. Emeterio Escudero, Ptge. Bonfill;;2.0780135;41.4476264
Villà - Golf;;2.0772056;41.4641685
Av. Emeterio Escudero - Turó;;2.0839695;41.4478172
FGC La Floresta;;2.0735684;41.4446436
Av. Pere Planas;;2.0824893;41.4400892
Pl. de Pere Planas;;2.0779172;41.4423008
Av. Pere Planes, Ptge. del Sanatori del Fumet;;2.0862772;41.4394546
Plaça del Pont del Diari;;2.0757751;41.4480791
Pg. de Francesc macià, Monestir;;2.0861349;41.4747786
Av. Clota, (Escola l'Olivera);;2.0697302;41.4814787
Pg. Francesc Macià 71;;2.0836573;41.4777805
Pg. Francesc Macià, Carles Riba;;2.0805982;41.4798828
Av. Clota, Pg. Mare de la Font;;2.0692202;41.4832403
Av. Generalitat (Escola Thau);;2.0705432;41.4907485
Av. Clota, Roc Codó;;2.0682573;41.4856127
Av. Clota, Pg. Mare de la Font;;2.0695386;41.4832356
Pg. Francesc Macià, Creu;;2.0865547;41.4737622
Pg. Francesc Macià, Josep Carner;;2.0827569;41.4788006
Pg. Francesc Macià (Renfe);;2.0808238;41.4800934
Centre Popular Andalús (CPA);;2.0858588;41.4760427
Av. Clota, Roc Codó;;2.0685731;41.4851856
Av. Via Augusta, (CAR);;2.0767689;41.4865468
Av. Via Augusta;;2.0630863;41.4874892
Av. Via Augusta, Av. de Can Clota;;2.0672575;41.4871284
Av. Via Augusta (Centre Comercial);;2.0525534;41.483485
Av. Via Augusta;;2.0631206;41.4874
Av. de Gràcia, Sant Francesc Xavier;L8 A6;2.0864896;41.4650492
Abat Guillem d'Avinyó (Llar d'avis);;2.086803;41.4749967
Rambla del Celler (Parc de la Pollancreda);;2.0929336;41.4730371
Josep Carner, Pg. Francesc Macià;;2.0838681;41.4784905
Pl. de Sant Francesc;;2.0877313;41.4768161
Av. de Gràcia, Mariné;L8 A6;2.0852416;41.4666049
Passeig de la Torre Blanca, Vallès;;2.0900096;41.4727021
Av. Torreblanca, (ESADE);;2.0905501;41.4685499
Pg. Domènech i Muntaner (Col·legi Europa);;2.0924016;41.4705479
Josep Carner;;2.0852013;41.4795977
Llaceres, Pg. Antoni Gaudí;;2.089756;41.4650568
Antoni Bell, FGC Volpelleres;;2.0718357;41.4809578
Ventura Gassol;;2.0791862;41.4780409
Alfons d'Aragó, FGC Volpelleres;;2.0730601;41.4814544
Av. Can Volpelleres, Ventura Gassol;;2.0786922;41.4780481
Av. Can Bellet, Av. Can Canyemeres;;2.0655531;41.4836525
Av. Can Volpelleres, Pont de Can Vernet;;2.0770465;41.4793534
C. Pere Calders, Av. Can Canyameres;;2.065014;41.4855628
Puig i Cadafalch, Torreblanca;;2.0905619;41.4717445
Av. Can Bellet, Mare de la Font;;2.0680514;41.4822975
Av. Can Volpelleres, Pont de Can Vernet;;2.0774837;41.4789173
Passeig Rubí, Carrer Àvila;;2.0556787;41.4631137
Brollador, Pg. Eucaliptus;;2.0415367;41.4554703
Av. Joan Borràs, Pg. Nard;;2.0473491;41.4622967
Pg. Rubí, Carrer St. Albert;;2.0641915;41.4590583
Av. Alcalde Escayola, Av. Joan Borràs;;2.051658;41.461351
Pg. M. Jacint Verdaguer, Pg. Mas Roig;;2.0438941;41.4572143
Pl. de Can Cadena;;2.0661598;41.4579264
Pg. M. Jacint Verdaguer, (seu EMD);;2.0484101;41.4578082
Pl. de Can Cadena;;2.0658789;41.4580441
Pg. M. Jacint Verdaguer, (Casal de Cultura);;2.0637071;41.4580333
Plaça Estació;;2.0680286;41.4576437
Ramon Llull - Ctra de Montcada;103 104;2.166229;41.4743032
;;2.0094629;41.4678786
;;2.0431515;41.5100343
;;2.02834;41.4998277
Av. Llibertat - Can Vilaró;370;2.2658845;41.5460649
Llar d'Infants la Moixiganda - Mossos d'Esquadra;;1.8191383;41.2388284
els Molins;;1.8172539;41.2393237
Sant Martí de Tous;;1.5229129;41.5621469
Verdaguer 3 - Plaça Catalunya;;1.6162959;41.5826743
;;1.7808907;41.5782366
;;1.8266477;41.5627177
Av Gaudí - Sor Rita Mercader;;1.6109685;41.5839606
Passeig de Mossèn Jacint Verdaguer (antic Correus);;1.6185753;41.5816254
Av. Diagonal - Gran Via Carles III;M14;2.126611;41.3879011
Palau Marianao;SB3;2.0243408;41.3519432
Parc Sargantana;SB3;2.0252782;41.3532177
Pg. Fluvial - Rodri Trucks;416;2.2758728;41.588948
C-17 - Galileu Galilei - P. I. Coll de la Manya;;2.260879;41.5907807
Rda. Sant Ramon - Pablo Picasso;L70 L72 SB1 X70 X79 N13 N20;2.0270311;41.3549795
Avinguda Europa;;2.2849232;41.594552
Bisbe Grivé;;2.2905078;41.6038548
Camí Ral;;2.2838116;41.591562
Can Bassa;;2.2873702;41.5914216
Centre - Estació bus;;2.2905805;41.6071044
Centre - Estació bus;;2.2905881;41.607334
Passeig de Cristòfol Colom - Calderón de la Barca;416;2.2884766;41.6000465
Passeig de Cristòfol Colom - Calderón de la Barca;416;2.2879327;41.6001139
Enginyer;;2.2907067;41.6096128
Enginyer;;2.2907324;41.6097473
Estació de França - Marquesina A;;2.2906741;41.5998766
Estació de França - Marquesina A;;2.2907642;41.5999133
Estació de França - Marquesina B;;2.2907078;41.5996211
Estació de França - Marquesina B;;2.290633;41.5996516
Estació Rodalies Granollers Centre - Marquesina C;340 430;2.2901386;41.5995054
Estació Rodalies Granollers Centre - Marquesina C;340 430;2.290172;41.5996056
Foment;;2.2904815;41.603062
Geriàtric;;2.2949321;41.6153458
Girona - CAP;416;2.2932759;41.6181228
Girona - CAP;416;2.2931436;41.6181604
l'Arbeca;;2.2863103;41.5959012
l'Arbeca;;2.2862938;41.5961525
la Fàbrica;;2.2858423;41.5937526
Lledoner;;2.2920498;41.6188829
Minetes;;2.2914309;41.6122061
Minetes;;2.2915817;41.612671
ONCE;;2.2904539;41.6018682
Palau d'Esports;;2.286904;41.5988404
Palau d'Esports;;2.2869182;41.5989069
Palou;;2.2856786;41.5904197
Plaça d'Espanya;;2.2950213;41.6168821
Plaça d'Espanya;;2.2950412;41.6169024
Ronda Nord;;2.2928653;41.6215204
Verdaguer;;2.2908061;41.6147937
Plaça d'Anselm Clavé;;1.9711845;41.4117221
Carretera de Torrelles - Carrer Cervelló;;1.9965914;41.3816287
Fundadors (baixada);;1.99312;41.3788513
Avinguda Central de Sant Antoni - Avinguda de Barcelona;;1.9969583;41.3823322
